"id","age"
16841010,58
16856010,54
16870010,59
16904010,52
16925010,51
16935010,59
16954010,52
16956010,52
16959010,59
16959020,57
16975010,51
16989010,53
16989020,51
16994010,53
16996010,58
17002020,59
17003010,58
17027010,51
17028010,52
17031010,51
17031020,52
17042010,58
17042020,58
17047010,59
17049010,52
17050020,52
17061010,54
17075020,58
17077010,51
17093010,56
17107010,56
17134010,56
17136010,52
17136020,54
17159010,51
17175010,53
17184010,58
17199010,55
17202010,51
17234010,55
17235010,56
17237010,56
17237020,56
17254010,55
17277010,51
17279010,56
17282020,50
17319010,59
17328010,54
17356010,54
17363010,56
17366020,59
17371010,58
17383010,52
17388010,57
17389010,55
17389020,59
17392010,50
17428010,54
17458010,59
17459010,54
17473010,59
17480010,54
17491010,59
17491020,58
17492010,51
17520010,55
17521020,54
17526010,51
17527010,59
17527020,55
17547020,56
17588010,52
17613010,57
17626010,54
17635010,56
17635020,54
17640010,59
17641010,51
17714020,54
17715020,56
17728010,56
17750010,55
17755010,59
17773010,50
17775010,57
17775020,53
17790010,55
17807010,54
17844010,55
17892010,56
17909010,56
17922010,56
17923010,56
17924010,51
17949010,55
17952010,53
17978010,54
17978020,51
17980020,55
18034010,55
18048010,54
18052010,57
18075010,58
18092010,52
18098010,54
18150010,59
18155020,59
18163020,52
18166010,52
18216020,52
18229010,58
18298010,59
18352010,50
18356010,53
18360010,54
18364010,55
18417010,54
18421010,58
18421020,56
18428010,57
18439010,53
18442010,52
18443010,59
18451010,52
18483010,52
18494010,50
18508010,57
18525020,50
18531020,58
18536010,54
18539010,59
18540020,56
18566020,51
18632020,51
18646020,51
18679010,53
18680010,57
18680020,56
18686020,59
18707020,55
18739010,59
18742010,53
18758010,51
18759010,51
18774010,53
18774020,52
18776010,52
18782010,55
18808010,59
18808020,57
18831010,58
18865010,55
18877010,56
18889010,53
18896010,51
18918010,57
18950010,57
18963010,53
18973010,53
18990010,51
19001010,56
19031020,59
19065020,55
19213020,58
19216010,55
19280010,56
19280020,58
19286010,50
19286020,50
19298010,54
19298020,51
19328010,54
19328020,51
19333010,57
19338010,58
19338020,57
19351010,59
19373010,57
19375010,58
19387010,53
19403010,53
19423020,51
19424010,56
19425020,55
19454010,55
19454020,56
19458010,51
19488020,50
19489010,54
19496010,56
19496020,50
19501010,55
19537010,53
19542010,51
19585010,56
19620010,58
19621010,51
19625020,54
19626020,56
19629020,53
19637010,51
19657020,53
19687010,58
19704010,53
19705010,52
19705020,54
19738010,52
19742010,52
19746010,54
19747020,52
19754010,55
19759010,57
19759020,54
19770010,56
19784010,53
19796010,52
19806020,51
19816020,52
19822010,52
19845010,55
19857020,50
19877010,53
19904020,59
19930010,53
19935010,50
19946010,53
19950010,51
19962020,54
19973010,59
19992010,51
19995010,51
20018010,59
20042010,51
20077010,54
20079010,54
20079020,54
20081010,59
20081020,51
20093010,50
20114010,54
20155010,56
20158010,52
20159010,58
20161010,54
20161020,55
20162010,57
20162020,55
20168010,51
20168020,51
20176010,54
20190010,55
20190020,51
20221010,58
20238010,51
20243010,58
20247010,55
20247020,55
20248010,53
20256010,53
20259010,51
20259020,57
20306010,58
20306020,57
20315020,58
20316010,53
20316020,51
20346010,51
20346020,50
20363010,54
20369010,57
20369020,56
20374010,51
20383010,51
20384010,55
20405010,59
20438010,54
20448020,51
20455010,52
20455020,52
20459020,57
20480010,55
20501010,54
20501020,58
20511010,58
20514010,51
20524010,53
20524020,57
20527010,52
20536020,56
20549010,54
20553010,51
20554010,53
20554020,50
20558010,56
20558020,57
20559020,56
20560010,55
20560020,51
20561010,51
20575010,52
20588020,50
20608010,54
20614010,50
20634010,55
20674010,55
20676010,53
20678010,56
20679010,59
20692010,58
20692020,56
20700010,51
20719010,56
20719020,57
20770010,53
20806010,54
20831010,58
20842010,56
20860010,55
20860020,57
20861010,57
20861020,55
20862010,54
20865010,53
20870010,51
20870020,54
20876010,52
20887010,56
20911020,59
20913010,59
20917010,54
21001010,58
21002010,56
21003010,57
21009020,57
21019010,54
21019020,51
21040020,59
21072010,51
21099010,53
21131020,51
21141010,53
21163010,53
21168010,54
21169010,53
21200010,55
21206010,50
21210010,59
21227010,52
21227020,50
21233010,53
21233020,51
21242010,53
21269010,57
21269020,53
21300020,53
21302010,54
21316020,58
21325020,54
21329010,54
21332010,53
21332020,55
21337020,53
21349010,53
21349020,51
21350010,53
21354010,52
21359010,57
21359020,53
21368010,51
21390010,51
21402020,54
21407010,56
21416010,50
21422010,58
21423020,58
21427010,58
21427020,58
21435020,51
21440010,52
21442010,58
21444010,59
21448010,54
21448020,55
21452010,53
21464010,54
21464020,52
21468010,54
21468020,58
21479010,53
21485020,52
21505010,56
21507010,51
21520010,56
21544010,50
21582020,52
21583020,54
21587010,57
21629010,52
21644010,51
21645010,58
21668010,56
21668020,54
21671020,54
21672010,50
21672020,57
21673010,57
21675020,58
21678020,51
21693010,57
21720010,54
21721020,50
21725020,51
21746020,53
21749010,57
21755020,58
21762010,55
21764010,58
21764020,51
21791020,55
21820010,51
21825020,52
21835010,53
21904010,54
21924010,58
21995020,54
21997010,51
22026010,56
22033020,51
22034010,51
22034020,53
22035010,54
22036010,58
22042010,55
22047020,56
22049010,51
22049020,51
22052010,52
22060010,52
22060020,58
22061010,52
22061020,52
22064010,56
22067010,51
22106010,59
22106020,56
22109020,59
22113010,53
22122010,55
22132010,59
22136010,53
22137010,55
22137020,57
22162010,56
22168010,52
22168020,54
22182010,53
22203010,59
22212020,59
22229010,59
22233010,56
22241010,54
22242010,59
22242020,55
22245010,58
22245020,58
22261020,54
22262020,53
22266010,59
22267010,56
22289010,53
22289020,51
22335020,54
22340010,52
22340020,56
22364010,51
22364020,56
22370010,59
22377010,54
22388020,52
22420010,59
22427010,59
22450010,56
22450020,55
22454010,58
22492020,57
22506010,52
22506020,51
22515010,57
22515020,58
22516010,52
22522010,57
22523020,52
22544010,57
22544020,57
22563020,52
22566010,52
22568010,56
22574010,51
22574020,57
22579010,58
22583010,54
22583020,55
22599010,56
22599020,54
22600010,51
22604010,56
22659010,53
22699010,55
22726010,54
22731010,50
22738010,57
22738020,55
22741010,55
22762020,50
22764010,57
22764020,53
22784020,59
22789010,54
22795010,50
22798010,53
22811020,50
22813010,51
22837010,51
22858010,56
22861010,56
22890010,57
22893010,52
22911010,54
22911020,53
22930020,59
22936010,52
22936020,56
22973010,57
22974010,52
22979010,55
22985010,52
22999010,59
22999020,56
23014010,59
23039010,59
23039020,57
23042010,54
23067010,54
23067020,56
23074020,50
23079010,59
23107020,52
23108010,50
23112010,53
23119020,50
23183010,59
23186010,50
23199010,53
23199020,53
23212010,57
23212020,56
23245010,55
23291020,54
23294020,55
23303020,57
23319010,59
23323010,58
23323020,51
23348010,52
23366020,53
23387010,50
23401010,57
23406010,56
23406020,51
23410010,52
23425010,51
23425020,53
23430010,51
23453010,51
23454020,58
23461020,53
23476010,56
23486010,55
23488010,58
23489010,55
23489020,56
23500010,57
23516010,57
23524020,53
23527020,55
23529010,55
23529020,54
23548010,59
23548020,53
23581010,55
23596020,56
23597010,58
23597020,55
23605020,57
23609010,52
23609020,53
23621010,58
23621020,54
23627020,52
23639010,51
23640010,58
23677010,50
23678020,52
23701020,54
23718010,52
23734010,55
23748010,58
23748020,54
23752010,54
23756010,53
23760010,53
23807020,55
23876010,53
23886020,58
23913010,57
23923020,58
23965020,54
23981010,59
23990010,58
24014010,52
24039010,54
24039020,53
24050020,56
24056010,55
24056020,51
24058010,55
24061010,50
24075010,57
24077010,52
24103020,55
24107020,56
24109010,54
24187010,54
24187020,59
24238010,52
24238020,54
24240010,59
24240020,58
24274010,56
24333010,54
24338010,52
24338020,53
24341010,52
24366010,51
24397010,52
24400020,58
24407010,59
24417020,54
24420010,56
24440010,58
24443010,58
24452010,50
24458020,57
24509020,57
24524020,50
24528010,56
24539010,55
24548010,56
24551010,53
24555010,56
24577010,58
24577020,54
24582010,52
24660010,57
24660020,59
24684010,59
24769010,51
24769020,54
24838010,53
24880020,55
24884020,58
24896010,52
24897010,54
24948010,54
24956020,50
24968020,57
24977010,57
24977020,59
24978010,52
24978020,52
25005020,54
25029010,55
25043010,51
25081010,56
25081020,56
25087010,59
25087020,58
25092010,59
25102010,54
25119010,50
25181020,53
25206010,52
25217010,56
25220010,56
25232010,54
25234010,57
25237010,52
25245010,59
25253020,54
25281010,51
25281020,55
25343010,56
25344020,50
25361010,52
25361020,53
25375010,52
25391010,51
25509010,57
25510020,56
25513010,56
25556010,54
25557010,54
25559010,50
25565010,51
25575010,56
25581010,56
25581020,54
25593010,52
25606020,54
25623010,59
25623020,55
25641010,58
25671020,52
30146010,55
30176010,51
30219020,54
30226010,54
30229010,58
30233010,56
30254010,50
30314010,52
30331010,55
30333010,57
30406010,58
30423020,52
30442010,59
30487010,58
30580010,51
30622010,51
30634010,57
30644010,51
30644020,59
30645010,51
30652020,52
30681010,58
30683020,53
30701010,59
30761020,52
30769010,51
30769020,59
30781010,59
30790010,53
30792010,53
30873010,59
30907020,57
30932010,59
30950010,53
30956010,51
31000010,59
31051010,54
31126010,57
31126020,55
31168010,59
31212010,55
31216010,53
31318010,51
31326010,51
31333010,55
31333020,58
31355010,54
31355020,50
31378010,58
31460010,55
31552010,54
31605010,54
31608010,56
31608020,54
31626020,59
31770020,52
31810010,54
31813010,55
31813020,51
31821020,58
31830010,53
31833010,58
31833020,52
31836010,52
31840010,58
31840020,56
31847010,53
31865010,52
31867020,58
31879010,54
31879020,53
31891010,54
31912020,58
31913010,57
31913020,51
31919010,56
31923010,53
31923020,56
31929010,55
31929020,55
31946020,55
31995010,54
32048010,51
32084010,53
32093010,53
32122010,53
32126020,51
32142010,57
32148020,54
32157010,51
32157020,52
32181010,51
32202010,57
32209020,59
32210010,53
32214020,56
32236020,58
32248010,56
32255010,57
32255020,53
32256010,58
32256020,56
32260020,57
32264010,54
32265010,55
32265020,55
32266010,50
32266020,51
32282010,54
32312010,52
32312020,50
32321010,54
32321020,54
32360010,53
32361010,57
32372010,57
32372020,51
32373020,57
32378010,53
32379010,53
32379020,51
32398010,55
32398020,52
32399020,51
32414010,57
32420010,50
32443010,55
32443020,54
32449010,54
32453010,58
32480010,54
32481010,59
32484020,54
32529010,51
32542010,53
32568010,58
32572010,55
32664020,59
32685010,54
32699010,58
32700010,50
32731010,52
32742020,55
32750010,58
32753010,52
32786020,56
32801010,50
32809010,56
32821010,51
32821020,52
32825020,55
32845010,52
32846020,53
32852010,53
32855010,53
32855020,53
32858010,52
32859010,55
32859020,58
32860010,51
32877010,58
32877020,55
32878010,52
32891020,56
32895010,58
32908010,54
32908020,55
32916010,57
32918010,50
32919020,52
32921010,54
32921020,53
32929010,52
32930010,58
32943020,54
32945010,56
32945020,58
32947010,59
32947020,51
32949020,54
32956010,57
32979020,56
32985020,54
32991010,51
32991020,56
32996010,58
33006010,59
33006020,50
33014010,53
33028010,57
33030010,54
33030020,53
33069010,53
33073010,56
33081010,58
33109010,51
33116010,58
33121010,57
33137010,50
33138010,51
33144010,58
33167010,56
33179010,57
33183010,51
33190010,54
33197010,56
33217010,53
33230010,53
33230020,55
33242010,59
33242020,58
33276020,57
33302020,55
33303020,53
33316020,55
33320010,57
33320020,59
33321020,58
33375010,54
33390010,58
33392010,59
33392020,54
33404020,52
33415010,51
33419010,52
33493010,52
33500010,55
33502010,51
33504010,58
33511010,53
33518020,54
33527020,52
33530010,56
33533010,53
33534020,59
33535010,59
33535020,59
33553010,55
33554010,52
33561010,52
33566010,57
33566020,51
33583010,53
33600010,59
33604010,52
33605010,59
33605020,51
33644010,55
33649010,53
33651010,53
33748010,53
33748020,51
33808010,53
33827010,59
33827020,55
33832010,59
33833010,51
33842020,54
33842030,50
33867010,54
33867020,51
33879010,59
33884010,56
33884020,57
33888010,52
33889010,54
33902010,56
33914010,57
33935010,58
33935020,53
33940020,59
33941010,51
34016010,55
34034010,53
34049010,55
34049020,51
34050010,51
34086010,55
34089020,53
34096020,57
34124020,57
34161010,58
34200010,51
34213010,54
34222020,53
34231010,57
34237010,53
34270010,53
34270020,52
34274020,53
34277010,58
34279020,57
34287010,53
34290010,53
34319010,52
34338010,55
34338020,51
34350010,56
34350020,55
34353010,54
34353020,58
34360020,59
34371020,58
34395010,55
34412010,55
34437010,59
34437020,59
34497020,54
34523010,58
34524020,54
34533010,54
34577010,51
34624020,56
34644010,59
34668010,51
34668020,58
34710010,52
34728020,57
34750010,51
34753010,58
34756020,51
34763010,54
34768010,53
34769010,55
34769020,54
34795010,53
34823010,57
34836010,52
34848010,51
34855010,51
34874010,56
34884010,54
34884020,51
34938010,57
34955010,57
34957010,54
34957020,57
34974010,58
34974020,59
34975020,53
34985010,59
34985020,58
34989010,56
35008010,59
35008020,55
35009020,59
35019010,51
35025010,57
35094010,54
35130010,55
35130020,52
35150010,53
35167020,59
35169010,57
35171010,55
35171020,55
35201010,51
35208010,53
35228020,55
35250020,54
35258010,52
35260010,54
35260020,51
35265020,53
35286010,55
35320010,52
35320020,55
35321020,58
35330010,55
35334020,59
35362010,54
35362020,50
35380010,57
35403010,57
35421010,52
35425010,57
35428010,56
35430010,53
35430020,51
35444010,53
35444020,52
35504010,56
35504020,54
35505010,53
35506010,59
35506020,59
35507010,56
35507020,53
35519010,57
35601020,56
35605010,59
35624020,57
35644010,56
35655010,57
35655020,56
35672020,52
35677010,54
35685020,54
35686020,59
35696010,56
35696020,58
35728010,54
35749010,58
35753010,59
35753020,57
35786010,53
35789020,53
35793010,55
35797010,53
35813010,53
35820010,51
35820020,52
35824010,53
35848020,51
35849010,57
35849020,55
35858010,51
35863010,58
35878010,52
35888010,52
35892010,52
35901020,50
35905010,59
35907010,57
35949010,57
35962020,50
35987020,58
36012010,54
36040020,58
36051010,56
36068010,50
36069010,51
36107010,53
36129020,50
36141010,54
36142020,57
36148010,52
36151010,59
36170010,55
36179010,56
36179020,55
36199020,59
36201020,53
36203010,58
36218020,55
36223020,57
36230010,59
36230020,58
36233020,54
36234010,58
36234020,58
36236010,52
36238010,52
36245010,59
36250020,55
36277010,53
36345010,56
36356010,51
36386020,53
36388010,51
36398010,53
36408020,59
36413010,54
36445010,57
36473020,51
36476020,53
36489010,52
36495010,53
36499010,54
36503020,51
36536020,59
36549020,50
36572010,54
36603010,56
36668020,52
36676010,53
36682010,57
36682020,58
36683010,59
36684010,56
36684020,54
36689010,54
36708020,55
36734020,51
36753010,54
36757020,52
36763010,56
36766010,56
36770010,55
36770020,56
36787020,59
36790020,58
36798010,52
36808010,57
36813010,57
36813020,56
36822010,58
36822020,53
36826020,55
36832020,57
36866010,52
36868010,58
36889010,54
36902020,51
36915010,57
36918010,51
36926020,58
36950010,51
36992010,55
36993010,50
36993020,53
37044010,51
37047010,52
37048010,56
37048020,58
37049010,56
37050010,59
37053010,57
37053020,55
37057010,54
37057020,51
37058020,54
37082010,57
37082020,54
37100010,54
37101010,58
37101020,56
37106010,58
37158010,54
37160010,57
37160020,55
37180010,59
37201010,58
37203010,57
37208010,54
37215020,57
37217010,55
37250020,52
37253010,53
37253020,56
37257010,59
37270020,58
37298010,51
37316010,56
37352010,56
37352020,53
37361010,58
37364010,59
37364020,58
37373020,50
37382010,51
37404010,54
37414010,58
37415010,51
37415020,52
37417010,57
37417020,52
37428020,52
37431020,58
37477010,53
37477020,58
37478020,54
37490010,51
37490020,51
37496010,58
37515010,59
37515020,56
37530020,51
37534010,54
37547010,53
37594010,50
37597020,58
37606010,58
37607010,56
37607020,51
37618010,58
37640010,54
37709020,51
37732010,52
37735020,59
37767010,57
37767020,54
37777010,54
37807010,53
37807020,53
37835010,53
37842010,59
37844010,51
37865020,55
37878010,51
37880010,54
37893010,56
37907010,55
37911010,51
37933010,58
37942010,53
37942020,52
37948020,52
37955020,50
37958010,54
37962010,50
37962020,53
37963010,52
37989010,50
38009020,56
38015020,58
38017010,59
38017020,58
38031010,57
38031020,56
38033020,51
38042020,57
38064010,58
38089010,58
38099010,52
38099020,53
38100010,58
38144010,56
38156010,57
38156020,54
38269020,56
38284010,53
38292020,59
38298010,57
38298020,59
38333010,54
38383010,55
38394010,54
38394020,58
38405010,58
38406020,59
38457010,58
38477010,59
38477020,55
38478010,54
38496010,58
38496020,55
38509020,59
38510010,59
38511010,57
38516020,53
38517010,56
38520010,55
38523020,58
38524010,51
38524020,51
38531010,51
38531020,51
38535010,52
38538020,55
38547010,54
38547020,54
38548010,52
38577010,58
38577020,55
38615010,53
38615020,56
38622010,53
38641020,56
38666010,55
38666020,54
38705010,51
38717010,56
38720010,58
38720020,57
38738010,54
38751020,53
38761010,56
38762020,56
38768010,58
38776010,56
38782010,57
38784010,55
38785010,53
38797010,55
38806010,57
38811020,54
38862010,57
38868010,59
38873020,55
38888010,55
38892010,54
38892020,50
38893010,56
38916010,54
38916020,52
38921010,59
38921020,56
38923010,51
38923020,52
38932010,51
38932020,51
38934010,55
38938020,57
38966010,58
38999010,58
38999020,58
39003020,56
39005020,56
39010020,51
39053010,57
39053020,56
39058010,52
39059020,56
39082010,58
39082020,57
39101010,52
39101020,54
39107010,57
39107020,56
39115020,58
39136010,55
39137010,56
39159010,56
39159020,56
39181010,52
39181020,53
39183020,58
39184010,55
39184020,51
39185010,57
39186010,59
39188010,53
39196010,57
39199010,55
39231010,52
39246010,59
39256010,56
39256020,55
39257010,59
39258020,52
39260010,58
39260020,58
39275010,52
39316010,53
39319020,59
39340020,56
39348020,51
39357010,53
39358010,53
39358020,50
39370010,57
39378010,59
39410010,53
39419020,59
39430020,56
39437010,54
39466020,53
39469010,57
39469020,53
39474010,56
39492010,58
39505010,57
39505020,52
39530020,58
39538020,54
39544010,53
39556010,53
39556020,50
39558010,58
39558020,59
39576010,59
39576020,56
39583010,51
39595020,53
39605010,52
39605020,53
39607020,50
39626010,57
39629010,52
39629020,56
39654010,52
39690010,53
39703010,50
39753020,52
39755010,52
39755020,57
39757010,56
39757020,55
39775020,56
39776010,52
39784010,53
39784020,52
39788010,51
39790020,54
39821010,55
39875020,59
39879010,54
39879020,52
39911010,53
39929010,58
39929020,58
39937010,59
39937020,57
39939010,59
39939020,59
39951010,55
39956010,54
39958010,56
39965010,55
39965020,55
39969020,55
39970010,52
39970020,54
39972020,52
39973010,59
39990010,58
39995010,59
40002010,59
40011010,54
40065010,51
40066010,51
40081010,53
40108010,58
40126010,52
40126020,58
40131010,51
40148020,59
40153010,55
40153020,56
40155010,55
40155020,54
40158010,57
40158020,57
40180010,53
40219010,57
40223010,54
40223020,53
40272010,56
40276010,55
40277020,52
40279010,56
40280010,50
40284010,50
40294010,53
40294020,51
40311010,56
40326010,52
40376010,51
40376020,55
40388010,53
40388020,56
40398010,51
40401010,53
40420010,51
40435020,54
40438010,50
40440020,51
40441010,58
40441020,56
40447010,51
40475020,50
40503020,58
40552010,52
40560010,57
40577020,59
40608010,57
40609010,57
40609020,59
40623010,57
40623020,54
40632010,52
40651010,54
40657020,51
40669020,56
40679020,55
40696010,55
40717010,58
40718020,54
40726010,59
40757010,52
40757020,55
40761010,56
40778010,59
40782020,52
40785010,58
40785020,55
40870010,57
40870020,59
40875010,50
40888020,58
40905020,59
40908010,54
40913010,56
40913020,57
40917010,54
40918020,52
40928010,55
40929020,51
40953010,57
40967010,52
40990010,59
40990020,58
41018010,55
41018020,53
41027010,56
41027020,55
41035020,57
41037010,52
41043010,51
41046020,55
41047010,57
41047020,58
41059020,58
41061010,58
41067010,53
41076010,57
41077010,58
41077020,55
41092010,51
41098010,57
41119010,58
41119020,58
41129010,55
41129020,55
41141010,56
41141020,54
41157010,51
41166010,51
41170010,52
41173010,58
41173020,54
41188020,58
41189020,50
41193010,51
41212010,52
41217010,50
41220020,58
41222010,54
41227010,54
41227020,55
41229010,59
41229020,57
41232010,53
41238010,52
41250010,58
41269010,56
41283010,56
41307020,57
41309010,55
41309020,51
41325010,52
41326010,53
41326020,51
41335010,54
41335020,52
41342010,51
41342020,51
41350020,59
41364020,59
41382010,52
41394020,55
41403010,57
41423010,59
41425010,59
41436010,57
41459010,54
41474020,55
41480010,54
41544010,51
41547010,56
41574010,59
41635010,52
41670010,55
41670020,59
41671020,54
41686020,52
41687020,56
41705010,57
41706010,51
41711020,57
41713010,55
41754010,57
41780010,53
41791010,56
41791020,55
41798010,58
41800010,57
41838010,56
41838020,52
41844010,52
41849020,57
41851010,56
41852010,53
41879010,53
41880010,59
41896010,53
41901010,59
41926010,59
41941010,52
41941020,54
41946010,53
41946020,54
41950010,56
41994010,52
42005010,59
42071010,56
42120010,57
42123010,55
42125010,55
42125020,58
42277010,59
42281010,56
42285010,53
42327020,58
42336010,51
42337010,52
42366010,54
42402010,50
42407010,54
42407020,56
42491010,58
42491020,54
42493010,56
42493020,50
42496020,56
42503010,51
42503020,57
42529020,52
42534020,59
42549010,51
42559010,56
42565010,53
42603020,52
42633020,52
42645010,59
42645020,55
42667020,52
42683010,56
42686010,56
42704010,59
42739010,57
42739020,57
42753010,57
42764020,55
42776010,53
42776020,52
42824010,55
42824020,56
42828010,58
