"id","age"
22659010,55
22726010,56
22731010,52
22738010,58
22738020,56
22741010,57
22764010,59
22764020,55
22784020,61
22789010,56
22795010,52
22798010,56
22837010,53
22858010,58
22861010,58
22890010,59
22893010,54
22911010,56
22911020,55
22930020,61
22936010,54
22973010,59
22974010,54
22999020,59
23014010,61
23039010,61
23039020,59
23042010,56
23067020,59
23074020,52
23107020,54
23108010,52
23112010,55
23119020,53
23183010,61
23186010,52
23199010,54
23199020,55
23212010,59
23212020,58
23245010,57
23291020,56
23294020,57
23303020,59
23319010,61
23323010,60
23348010,53
23387010,52
23401010,59
23406010,58
23406020,53
23425010,53
23425020,55
23430010,53
23453010,53
23454020,60
23461020,55
23486010,57
23488010,60
23489010,57
23489020,58
23500010,59
23516010,59
23524020,55
23527020,58
23529010,57
23529020,56
23548020,55
23581010,56
23596020,59
23597010,60
23597020,57
23605020,59
23627020,54
23639010,53
23640010,60
23677010,52
23678020,54
23701020,56
23718010,54
23748010,60
23748020,56
23756010,55
23760010,55
23807020,57
23876010,55
23886020,60
23913010,59
23923020,60
23965020,56
23981010,61
24014010,55
24050020,58
24056010,57
24056020,53
24058010,57
24061010,53
24075010,59
24077010,54
24103020,57
24107020,58
24109010,56
24187010,56
24187020,61
24238010,53
24238020,56
24240010,61
24240020,60
24274010,58
24333010,56
24338020,55
24341010,54
24366010,53
24397010,54
24400020,60
24407010,61
24417020,56
24420010,59
24443010,60
24524020,52
24528010,58
24539010,57
24548010,58
24551010,55
24555010,59
24577010,60
24577020,56
24582010,53
24684010,61
24769010,54
24769020,56
24838010,55
24880020,57
24884020,60
24896010,54
24897010,56
24948010,57
24956020,52
24968020,59
24977010,59
24977020,61
24978010,54
24978020,54
25005020,56
25043010,53
25081010,58
25081020,58
25087010,61
25087020,60
25092010,61
25102010,57
25119010,53
25181020,55
25206010,54
25220010,58
25234010,59
25237010,54
25245010,61
25253020,57
25281010,54
25281020,57
25343010,58
25344020,52
25361010,54
25361020,55
25375010,55
25411040,51
25509010,59
25510020,58
25556010,56
25557010,56
25559010,52
25565010,53
25575010,58
25593010,54
25606020,56
25641010,60
25671020,54
30146010,57
30176010,53
30219020,55
30226010,55
30229010,60
30233010,58
30254010,52
30314010,54
30331010,56
30333010,59
30406010,60
30442010,61
30487010,60
30580010,52
30622010,53
30644010,53
30644020,60
30645010,53
30652020,54
30681010,60
30683020,55
30761020,53
30769010,53
30769020,61
30781010,61
30790010,54
30873010,61
30907020,59
30932010,61
30950010,55
30956010,53
31000010,61
31051010,55
31126010,59
31168010,61
31212010,57
31318010,53
31326010,53
31333010,57
31355020,52
31378010,59
31460010,56
31605010,55
31608010,58
31608020,56
31626020,60
31770020,54
31810010,55
31813010,56
31813020,53
31821020,60
31830010,55
31833010,60
31833020,54
31836010,53
31865010,53
31867020,60
31879010,56
31879020,55
31891010,56
31912020,60
31919010,58
31923010,54
31923020,57
31929010,57
31929020,57
31946020,57
31995010,56
32048010,53
32084010,55
32093010,55
32122010,55
32126020,53
32142010,59
32148020,55
32157010,53
32157020,54
32181010,52
32202010,59
32209020,61
32214020,58
32236020,60
32248010,58
32255020,55
32256010,60
32256020,58
32260020,59
32264010,56
32265010,57
32265020,56
32266010,52
32266020,53
32282010,56
32312010,54
32312020,52
32321010,55
32321020,55
32361010,59
32372010,59
32372020,53
32378010,55
32379010,54
32379020,53
32398010,57
32398020,54
32399020,52
32414010,59
32443010,57
32443020,56
32449010,56
32453010,60
32480010,55
32481010,61
32484020,56
32529010,53
32542010,55
32568010,59
32572010,57
32664020,61
32678010,54
32700010,52
32731010,53
32742020,56
32750010,60
32753010,54
32786020,58
32801010,52
32809010,58
32821010,53
32821020,54
32845010,54
32846020,55
32852010,55
32855010,55
32855020,55
32858010,54
32859010,57
32859020,60
32860010,53
32877010,60
32877020,57
32878010,54
32891020,58
32895010,60
32908010,56
32908020,57
32916010,59
32918010,52
32921010,56
32921020,55
32930010,60
32945010,58
32945020,59
32947010,61
32947020,53
32956010,59
32979020,58
32991010,53
32991020,58
32996010,60
33006010,61
33006020,52
33014010,54
33028010,59
33030010,56
33030020,55
33069010,55
33073010,58
33109010,53
33144010,60
33167010,58
33179010,59
33183010,53
33190010,56
33197010,58
33217010,55
33230010,55
33230020,57
33237010,57
33242010,61
33242020,59
33276020,59
33302020,56
33303020,55
33316020,57
33320010,59
33320020,61
33321020,59
33375010,56
33390010,60
33392010,61
33392020,56
33404020,53
33415010,52
33419010,54
33493010,54
33500010,57
33502010,53
33504010,60
33511010,55
33518020,56
33527020,53
33530010,58
33533010,55
33534020,61
33535010,61
33535020,61
33553010,56
33554010,54
33561010,53
33566010,58
33566020,53
33583010,55
33604010,54
33605010,60
33605020,53
33644010,57
33649010,55
33651010,55
33748010,54
33748020,53
33827010,61
33827020,57
33832010,61
33833010,53
33842030,52
33867010,56
33867020,53
33879010,61
33884010,58
33884020,59
33888010,54
33889010,56
33902010,58
33914010,59
33935010,60
33935020,55
33941010,53
34016010,57
34034010,54
34049010,56
34049020,53
34050010,53
34086010,57
34089020,55
34161010,60
34213010,56
34222020,55
34231010,58
34237010,55
34274020,55
34277010,59
34290010,55
34319010,54
34338010,57
34338020,53
34350010,57
34350020,57
34353010,55
34353020,60
34371020,59
34395010,58
34412010,57
34437010,61
34437020,61
34497020,55
34523010,59
34524020,56
34533010,56
34577010,53
34624020,58
34644010,61
34668010,53
34668020,59
34710010,54
34728020,59
34753010,60
34756020,53
34763010,56
34769010,57
34769020,56
34795010,55
34836010,54
34848010,53
34855010,53
34874010,58
34938010,59
34955010,59
34957010,56
34957020,59
34974010,60
34974020,60
34985010,61
34985020,60
34989010,58
35008010,61
35008020,57
35009020,61
35019010,52
35025010,59
35094010,55
35130010,57
35130020,54
35150010,55
35167020,61
35169010,59
35171010,57
35171020,57
35201010,53
35208010,55
35228020,56
35250020,56
35258010,54
35260010,56
35260020,53
35286010,57
35320010,54
35320020,57
35321020,60
35330010,57
35334020,61
35362010,56
35362020,52
35380010,59
35403010,59
35421010,54
35425010,59
35430010,55
35430020,53
35504010,58
35504020,56
35505010,55
35506010,61
35506020,61
35507010,58
35507020,55
35519010,58
35601020,58
35605010,61
35624020,59
35644010,58
35655010,59
35655020,58
35672020,54
35677010,56
35685020,56
35686020,61
35728010,55
35786010,55
35789020,55
35793010,57
35797010,55
35813010,55
35820010,53
35824010,55
35848020,53
35849010,59
35849020,57
35858010,53
35863010,59
35888010,53
35892010,54
35901020,52
35949010,58
35962020,52
35987020,60
36012010,55
36040020,60
36051010,58
36068010,52
36069010,54
36107010,55
36129020,52
36141010,55
36142020,59
36148010,54
36151010,61
36170010,57
36179010,58
36179020,56
36199020,61
36203010,60
36218020,57
36230010,61
36230020,60
36233020,56
36234010,60
36234020,60
36236010,54
36245010,61
36250020,57
36275010,52
36277010,55
36345010,58
36350010,54
36388010,54
36408020,61
36413010,56
36445010,58
36476020,55
36489010,53
36499010,55
36503020,53
36536020,61
36549020,52
36572010,55
36603010,58
36668020,54
36676010,54
36682010,59
36682020,60
36683010,61
36684010,58
36684020,56
36689010,56
36708020,57
36734020,52
36753010,56
36757020,54
36763010,58
36770010,57
36770020,58
36787020,61
36808010,59
36813020,58
36822010,60
36822020,55
36826020,57
36832020,59
36866010,54
36868010,60
36889010,56
36902020,53
36915010,59
36918010,53
36926020,60
36950010,52
36993010,52
36993020,55
37047010,54
37048010,58
37048020,60
37049010,58
37050010,60
37053010,59
37053020,57
37057010,56
37057020,53
37082010,59
37082020,56
37101010,60
37101020,59
37106010,60
37158010,56
37160010,59
37160020,57
37180010,61
37201010,60
37203010,59
37208010,56
37215020,59
37217010,57
37250020,54
37253010,55
37253020,57
37257010,61
37270020,60
37298010,53
37352010,58
37352020,54
37361010,60
37364010,61
37364020,60
37373020,52
37382010,53
37404010,56
37414010,60
37415010,53
37415020,53
37428020,54
37431020,60
37477020,60
37478020,56
37490010,53
37490020,53
37530020,53
37545010,56
37547010,55
37594010,52
37597020,60
37606010,60
37607010,58
37607020,53
37618010,60
37640010,56
37709020,53
37732010,54
37735020,61
37767010,59
37767020,56
37777010,56
37807010,55
37807020,55
37842010,61
37865020,57
37878010,53
37880010,56
37893010,57
37907010,57
37911010,53
37933010,59
37942010,55
37942020,54
37948020,53
37955020,52
37962010,52
37962020,55
37963010,54
37989010,52
38009020,58
38015020,60
38017010,61
38017020,60
38031010,59
38031020,58
38033020,53
38042020,59
38047010,56
38064010,60
38089010,60
38099010,54
38100010,59
38144010,58
38269020,58
38284010,54
38292020,60
38298010,58
38298020,60
38333010,56
38383010,57
38394010,56
38394020,60
38405010,60
38406020,61
38477010,60
38477020,56
38478010,56
38496010,60
38496020,57
38509020,61
38510010,61
38511010,59
38516020,55
38517010,58
38520010,57
38523020,60
38524010,53
38524020,53
38531010,53
38531020,53
38535010,54
38547010,56
38547020,56
38548010,53
38577010,60
38577020,57
38615010,55
38615020,58
38622010,55
38666010,57
38666020,56
38705010,53
38717010,57
38720010,60
38720020,59
38738010,56
38751020,55
38761010,58
38768010,60
38782010,59
38784010,56
38785010,55
38797010,56
38806010,59
38868010,61
38876010,57
38876020,55
38888010,57
38892010,55
38892020,52
38893010,58
38916010,56
38916020,54
38921010,61
38921020,58
38923010,53
38923020,54
38932010,53
38932020,53
38934010,57
38938020,59
38966010,60
38999010,60
38999020,60
39003020,58
39005020,58
39010020,53
39053010,59
39053020,58
39058010,54
39059020,58
39082010,59
39082020,59
39101010,54
39101020,56
39107010,59
39107020,58
39115020,60
39136010,57
39137010,58
39159010,58
39159020,58
39181010,54
39181020,55
39183020,60
39184010,57
39184020,53
39185010,60
39186010,61
39188010,54
39196010,59
39199010,57
39231010,53
39246010,61
39256010,58
39256020,57
39257010,60
39260010,60
39260020,59
39316010,55
39319020,60
39340020,59
39348020,53
39357010,55
39358010,54
39358020,52
39370010,59
39410010,55
39419020,61
39437010,56
39466020,55
39469010,59
39469020,55
39492010,60
39505010,59
39505020,54
39530020,59
39538020,56
39556010,55
39556020,52
39558010,59
39558020,60
39576010,61
39576020,58
39583010,53
39595020,55
39605010,54
39605020,55
39626010,58
39629010,53
39654010,54
39690010,55
39703010,52
39755010,54
39755020,59
39757020,57
39776010,53
39784010,55
39784020,54
39821010,57
39875020,61
39879010,56
39879020,54
39911010,55
39929010,60
39929020,60
39937010,61
39937020,59
39939010,61
39939020,61
39951010,57
39956010,56
39958010,58
39965010,57
39965020,57
39969020,57
39970010,54
39970020,55
39972020,54
39973010,61
39995010,60
40011010,55
40065010,53
40066010,53
40081010,55
40108010,60
40111010,53
40126010,54
40126020,59
40131010,53
40148020,61
40153010,57
40153020,57
40155010,57
40158010,59
40158020,59
40180010,54
40219010,59
40223010,56
40223020,55
40272010,58
40276010,57
40277020,54
40280010,52
40284010,52
40294010,55
40294020,53
40311010,58
40326010,54
40376010,53
40376020,57
40388010,55
40388020,58
40398010,53
40401010,55
40420010,53
40435020,56
40438010,52
40440020,52
40441010,60
40441020,58
40447010,53
40475020,52
40503020,60
40552010,54
40560010,59
40577020,61
40608010,59
40609010,59
40623020,56
40632010,54
40651010,56
40657020,52
40669020,58
40679020,57
40696010,56
40717010,60
40718020,56
40726010,61
40757010,54
40757020,57
40761010,58
40778010,61
40782020,54
40785010,60
40785020,57
40870010,59
40875010,52
40888020,60
40905020,61
40908010,56
40913010,58
40917010,56
40917011,57
40918020,53
40928010,57
40929020,53
40953010,59
41018010,57
41018020,55
41027010,58
41027020,57
41037010,53
41043010,53
41046020,57
41047010,59
41047020,59
41059020,59
41076010,59
41077020,56
41092010,53
41098010,59
41119010,60
41129010,57
41129020,57
41141010,58
41141020,56
41157010,52
41166010,52
41170010,54
41173020,56
41188020,60
41189020,53
41193010,53
41212010,54
41220020,60
41222010,56
41227010,56
41227020,57
41229010,61
41229020,59
41232010,55
41238010,54
41250010,60
41269010,58
41283010,58
41307020,59
41309010,57
41309020,52
41325010,53
41326010,55
41326020,53
41335010,56
41335020,54
41342010,53
41342020,53
41350020,60
41364020,61
41382010,54
41394020,57
41423010,61
41425010,60
41436010,58
41474020,57
41544010,53
41547010,58
41574010,60
41623010,57
41635010,53
41670010,57
41670020,61
41671020,56
41686020,53
41706010,52
41711020,59
41754010,59
41780010,54
41791010,58
41791020,57
41798010,60
41800010,59
41838010,58
41838020,53
41844010,53
41849020,59
41852010,54
41879010,55
41880010,60
41896010,55
41901010,61
41946010,55
41950010,57
41994010,54
42005010,61
42071010,57
42120010,59
42123010,57
42125010,57
42125020,60
42277010,61
42281010,58
42285010,55
42327020,59
42336010,53
42337010,54
42402010,52
42407010,56
42407020,58
42491010,60
42491020,56
42493010,58
42503010,53
42503020,59
42529020,54
42534020,61
42549010,53
42559010,58
42565010,54
42603020,54
42645010,61
42645020,57
42667020,54
42683010,58
42686010,57
42739010,59
42739020,59
42764020,57
42776010,55
42776020,53
42824010,57
42824020,58
42828010,60
42840020,54
42844020,53
42846010,59
42874010,60
42913010,59
42913020,58
42938010,59
42938020,57
42943010,52
42943020,56
42955010,54
42973010,55
42983010,55
42983020,58
43027010,52
43052010,53
43113020,57
43116010,61
43131010,57
43179010,53
43193020,53
43225010,59
43231010,56
43257010,58
43277020,61
43284010,57
43284020,53
43295010,55
43372010,55
43372020,54
43407020,61
43622020,60
43652010,58
43652020,56
43660010,58
43686010,53
43718010,61
43763010,60
43763020,61
43767020,59
43769010,57
43769020,56
43771010,53
43785020,52
43787010,59
43787020,56
43813010,53
43837010,58
43849010,60
43849020,56
43870010,53
43870020,55
43890010,56
43890020,58
43893020,53
43906010,56
43912020,58
43926010,53
43943010,54
43943020,59
43957010,61
43958020,55
43977010,58
43977020,54
43984010,57
44003020,54
44027020,58
44041010,58
44046020,60
44051010,55
44051020,60
44067020,53
44075010,58
44075020,59
44078010,57
44080010,53
44080020,55
44095010,61
44095020,57
44101010,61
44109020,53
44135010,60
44141020,53
44145010,56
44149010,55
44169020,61
44176010,61
44190010,53
44192010,52
44202020,57
44204010,56
44205020,55
44224010,58
44260010,59
44272010,58
44279010,59
44296010,58
44300020,54
44303010,59
44311010,53
44319010,57
44336020,55
44350010,53
44354010,56
44363020,54
44369020,56
44385010,56
44385020,55
44390010,58
44390020,54
44391010,53
44392010,59
44392020,57
44406010,55
44417020,61
44427020,57
44438010,54
44469010,52
44503010,58
44503020,59
44506010,56
44509010,59
44517020,58
44522010,55
44535020,57
44580010,53
44595010,53
44595020,52
44604020,61
44647010,60
44647020,57
44666010,58
44677010,52
44679010,58
44683010,53
44710010,55
44710020,54
44717010,54
44717020,56
44734010,58
44734020,56
44739010,58
44748020,53
44751010,59
44754010,56
44754020,56
44764010,56
44766020,58
44813010,53
44815010,55
44815020,61
44817010,54
44817020,55
44843010,54
44843020,53
44854010,61
44854020,59
44855010,54
44895010,59
44895020,59
44910010,60
44910020,55
44919020,60
44959010,61
44977010,55
44989010,60
44992010,55
44994020,60
45027010,59
45081010,57
45100010,59
45106020,57
45107010,54
45109010,52
45133010,60
45133020,55
45147010,59
45147020,57
45168020,58
45173010,54
45173020,53
45175010,57
45182010,57
45188010,57
45196010,58
45216010,58
45217010,57
45225010,59
45225020,58
45231010,58
45231020,56
45235010,55
45236020,59
45265010,58
45266010,59
45266020,60
45276020,57
45329010,61
45333010,59
45337010,56
45354010,55
45356010,60
45356020,60
45371010,56
45374010,59
45376020,60
45399010,58
45399020,55
45400010,60
45406010,59
45433010,54
45438010,58
45439020,54
45443020,54
45445010,53
45445020,57
45457020,58
45498010,59
45500010,52
45505010,56
45505020,60
45509010,56
45509020,58
45555010,54
45565010,55
45570010,53
45571010,56
45585010,56
45604010,53
45604020,52
45606010,59
45606020,57
45612010,59
45613010,57
45630010,60
45630020,58
45687010,61
45700010,54
45709010,60
45734010,55
45742010,56
45742020,61
45746010,56
45749010,55
45749020,61
45750010,54
45781010,53
45786010,55
45786020,56
45848010,61
45867010,58
45869020,58
45870010,60
45885020,57
45889010,58
45922010,58
45923020,58
45931010,53
45944010,60
45944020,56
45949020,53
45982010,61
45984010,60
45984020,59
45997010,59
45998010,53
46012010,60
46109020,61
46138010,61
46146010,53
46146020,53
46188010,58
46219020,53
46291010,58
46291020,57
46319010,56
46321010,56
46322010,60
46331010,59
46379010,60
46394010,53
46440010,55
46441010,57
46441020,57
46443010,56
46443020,59
46493010,53
46555020,59
46558010,60
46569010,53
46602010,54
46627010,54
46668010,61
46686020,52
46697010,54
46777010,54
46787010,54
46793010,60
46796010,58
46796020,56
46806010,59
46814010,52
46821010,53
46826010,56
46830010,57
46933020,60
46934010,54
46945010,58
47009010,53
47107020,57
47140010,53
47142010,56
47168010,60
47192010,55
47230010,53
47241010,60
47242010,55
47255010,55
47255020,58
47295010,58
47295020,59
47341020,53
47344020,55
47378010,53
47387010,53
47403010,58
47403020,56
47445010,61
47445020,57
47477020,59
47484010,53
47495010,54
47498010,55
47498020,59
47515010,58
47515020,57
47535010,57
47578010,52
47578020,57
47579020,58
47582010,56
47582020,54
47583010,55
47583020,52
47592020,54
47596010,61
47597010,56
47597020,58
47602020,57
47604020,54
47610010,58
47619010,54
47660010,57
47664020,54
47679020,56
47680010,56
47683020,59
47697010,52
47697020,53
47699010,60
47704010,53
47711010,52
47711020,53
47718010,54
47726020,57
47751010,54
47764010,54
47764020,53
47787010,52
47821010,56
47848010,53
47855010,59
47855020,54
47902010,60
47902020,58
47909010,59
47926010,54
47926020,53
48013020,59
48018010,60
48018020,56
48068010,56
48088020,52
48091020,57
48111010,59
48114010,60
48124010,53
48124020,52
48131010,53
48149010,54
48174010,59
48174020,54
48228010,61
48250010,55
48250020,60
48254010,61
48254020,58
48255010,59
48275020,61
48276010,54
48314020,57
48327020,53
48398010,56
48401020,55
48406020,59
48440010,52
48471010,57
48475020,53
48480020,56
48482010,61
48482020,55
48483010,58
48504010,61
48504020,56
48505010,54
48506010,59
48508010,55
48528010,60
48528020,55
48534020,57
48535010,58
48535020,57
48545010,61
48551010,60
48568010,57
48568020,57
48585020,53
48595020,55
48596020,56
48604010,60
48605020,54
48616010,60
48621020,57
48622010,58
48622020,57
48623020,61
48624010,54
48628020,57
48652010,52
48685010,53
48685020,53
48686010,54
48686020,57
48694010,54
48706010,58
48706020,54
48767010,57
48767020,59
48778010,59
48804010,55
48811010,61
48819010,52
48823020,54
48825010,53
48825020,56
48828010,57
48828020,56
48868010,60
48877010,59
48882020,56
48888020,53
48901010,53
48904010,58
48938010,55
48938020,54
48970010,53
48982010,56
48982020,57
48984020,53
48988010,54
48988020,56
48992010,54
48992020,53
48995010,59
48995020,59
48997010,57
49003010,58
49005010,56
49070010,53
49093010,57
49109010,58
49109020,58
49137010,52
49140010,58
49178010,58
49182010,60
49199020,56
49203020,53
49204010,54
49204020,53
49207020,60
49210020,59
49219020,53
49225020,56
49229010,55
49229020,60
49235010,58
49237010,57
49237020,57
49249010,60
49263010,54
49278020,57
49288010,54
49357010,56
49358010,52
49377010,59
49377020,60
49378020,60
49383020,59
49385010,55
49393020,55
49396010,54
49426010,61
49427010,54
49442010,60
49448010,57
49455010,53
49455020,54
49470010,59
49475010,55
49475020,53
49489010,54
49489020,52
49498020,60
49504020,53
49511010,58
49511020,55
49512010,58
49516010,54
49528010,53
49528020,56
49542010,58
49554010,59
49554020,58
49609020,53
49645010,60
49661010,59
49667010,53
49697010,57
49697020,53
49701020,53
49712010,60
49712020,56
49722020,60
49729010,58
49742010,58
49742020,55
49766020,57
49779010,60
49799010,61
49800020,60
49801010,59
49801020,52
50117010,54
50117020,54
50125020,59
50132020,55
50143010,56
50143020,54
50145010,56
50145020,55
50156010,60
50158010,53
50158020,59
50173010,54
50176010,53
50180010,53
50180020,53
50181010,58
50181020,58
50185010,58
50192010,59
50192020,55
50214010,54
50223020,53
50229020,55
50232010,59
50232020,55
50233010,61
50235020,60
50237010,60
50239020,61
50257010,59
50258020,53
50272010,61
50287010,60
50307010,59
50321010,61
50364010,54
50376010,56
50377010,58
50380020,53
50385020,57
50389010,56
50392010,60
50403010,53
50403020,53
50412010,55
50412020,56
50419020,61
50428020,59
50452010,60
50452020,60
50456010,57
50473010,56
50483020,56
50488010,54
50523010,52
50528020,55
50546020,60
50560020,60
50571010,56
50576010,56
50576020,53
50587020,61
50591010,53
50591020,53
50594010,53
50594020,55
50598010,56
50600020,54
50601010,52
50606010,53
50622020,59
50631020,52
50635010,61
50665010,59
50665020,56
50694010,56
50708010,60
50709010,52
50716010,56
50716020,58
50726010,58
50726020,60
50766010,53
50784010,60
50784020,57
50786010,61
50788010,58
50788020,58
50802010,61
50803010,56
50807010,60
50822010,57
50823010,57
50825010,58
50852010,54
50852020,52
50853020,55
50857010,52
50861020,61
50867010,57
50867020,54
50869020,59
50873010,58
50883010,60
50883020,54
50884020,53
50894010,58
50894020,55
50903010,59
50906010,54
50907020,54
50911010,57
50925010,54
50937010,53
50945010,54
50974020,56
50997010,53
50997020,54
51018010,60
51029010,61
51038010,54
51044010,55
51075010,58
51106010,55
51108010,59
51111010,54
51111020,54
51169010,53
51169020,54
51184010,59
51188010,57
51188020,53
51203010,57
51217010,55
51221010,58
51225010,59
51228010,57
51244010,58
51251010,57
51270010,53
51298010,54
51302010,53
51306010,59
51306020,54
51318020,55
51348020,60
51356020,61
51373010,61
51378010,61
51381010,58
51405010,61
51405020,60
51422010,58
51423010,55
51456020,57
51462010,53
51462020,52
51466010,55
51466020,55
51467010,55
51468010,60
51470010,55
51478010,60
51479010,60
51479020,53
51489020,54
51500020,53
51506010,60
51510010,59
51522020,61
51538010,57
51542010,57
51542020,58
51549010,54
51550010,54
51558010,55
51577020,55
51589010,56
51596010,57
51596020,56
51615010,55
51655010,58
51658010,52
51680020,57
51698010,59
51725010,59
51725020,54
51735010,57
51740020,53
51752010,56
51765010,52
51788010,59
51824010,56
51835020,53
51890010,55
51911010,56
51918020,60
51947020,56
51961010,59
51966010,59
51983010,60
51991010,59
52001020,57
52010010,55
52010020,53
52015010,61
52016010,52
52020010,52
52020020,53
52103010,56
52112020,61
52138010,60
52149010,52
52153010,54
52169020,58
52171020,61
52180010,54
52180020,59
52188010,52
52191010,61
52191020,59
52207020,57
52221010,55
52234010,58
52234020,59
52281010,58
52313010,55
52354010,57
52361010,55
52361020,54
52362010,59
52362020,58
52382010,60
52382020,59
52384010,60
52392010,60
52413010,58
52413020,53
52414010,60
52427010,56
52436020,55
52441010,55
52442010,59
52442020,59
52444020,58
52459010,56
52459020,59
52460020,59
52468010,60
52492020,59
52509020,58
52541010,56
52542010,57
52572010,60
52610020,58
52611010,60
52666010,60
52676010,55
52698010,61
52703010,55
52745020,58
52746010,58
52749010,53
52805020,57
52819010,55
52829010,59
52851020,57
52854010,53
52854020,53
52884020,53
52894010,59
52904020,60
52909010,60
52926010,53
52930020,54
52946020,56
52985020,54
52986020,61
52987010,60
52989010,55
53021010,54
53027010,57
53033020,58
53045010,55
53045020,53
53052010,60
53063010,56
53071010,57
53071020,54
53088010,60
53094010,55
53102020,54
53158010,55
53234010,57
53237010,59
53249010,60
53255020,56
53256010,58
53304010,55
53320010,55
53320020,54
53352010,57
53352020,59
53376020,60
53413020,57
53472010,53
53478010,53
53482020,53
53523010,56
53523020,53
53674010,54
53674020,53
53700010,59
53713010,53
53730020,59
53764010,54
53764020,52
53776010,53
53782010,57
53782020,56
53788020,56
53813010,61
53813020,60
53820020,57
53828020,54
53833010,54
53839010,61
53846010,59
53853020,60
53856020,54
53871010,56
53874010,53
53876010,57
53879010,55
53879020,58
53881010,58
53882010,52
53889010,57
53892010,55
53898010,59
53901020,53
53940010,54
53949010,55
54000010,54
54017020,57
54082010,60
54082020,54
54092010,57
54098020,56
54111020,52
54113010,56
54114020,58
54168020,53
54247010,55
54257010,60
54271010,57
54271020,58
54289020,53
54312010,55
54362010,53
54384010,57
54387010,58
54387020,61
54390020,56
54395010,60
54399010,54
54406010,53
54441020,52
54479010,55
54486010,56
54514010,53
54534020,54
54540020,60
54542020,56
54591010,61
54593010,61
54597010,60
54616010,55
54620010,53
54641020,59
54650010,61
54661020,53
54735010,53
54735020,53
54756010,52
54763010,56
54763020,53
54769010,53
54772010,57
54772020,57
54795010,56
54796010,52
54798020,58
54829010,57
54829020,58
54858010,53
54859010,58
54932010,58
55000010,57
55032010,59
55045010,58
55096020,61
55134020,60
55145010,55
55151010,58
55151020,54
55185010,56
55197010,58
55197020,56
55276010,61
55292010,59
55378010,61
55388010,58
55394010,53
55394020,57
55403020,53
55439010,61
55470010,59
55565010,59
55570010,53
55574020,59
55601010,57
55654010,57
55654020,59
55720010,59
55721010,57
55721020,57
55750010,60
55750020,58
55756010,60
55757010,59
55884010,52
55902010,54
55917010,54
55917020,54
56030010,57
56051010,58
56067010,54
56072010,59
56076010,56
56087020,53
56117020,57
56132010,59
56132020,57
56134010,59
56140020,59
56142010,61
56156010,55
56296010,59
56296020,56
56298020,55
56323010,55
56425010,56
56461010,53
56469010,60
56550010,58
56564020,59
56609010,59
56676010,54
56678010,59
56698010,58
56698020,54
56703010,57
56712010,54
56840010,59
56853010,53
56936010,60
57040010,53
57045010,57
57092010,59
57099010,60
57117010,54
57142010,58
57168010,58
57209010,57
57218010,54
57226010,55
57227010,57
57227020,56
57253010,56
57253020,52
57284020,58
57296020,57
57338010,53
57339010,54
57364010,54
57376010,54
57396020,52
57417010,58
57426020,60
57464010,59
57499010,54
57506010,53
57509010,55
57509020,54
57511010,52
57516010,55
57541010,53
57544010,58
57586020,58
57588010,61
57605010,54
57627010,61
57629010,53
57639010,56
57669010,58
57717020,58
57743010,53
57770010,58
57786010,57
57886010,58
57894020,54
57915010,52
57960010,58
57976010,57
58053010,57
58093010,53
58105020,55
58122010,57
58125010,55
58125020,54
58153010,60
58161010,55
58183020,56
58184010,53
58219010,52
58249010,58
58251010,52
58260010,61
58266010,52
58277010,60
58307020,55
58314020,55
58377010,58
58392010,57
58398010,59
58466010,53
58508010,59
58508020,58
58523010,52
58567010,53
58589020,54
58605010,54
58631010,54
58631020,54
58633010,60
58652010,52
58678010,60
58747010,58
58747020,60
58752010,54
58799010,60
58802010,61
58804010,55
58804020,59
58869010,57
58870010,60
58881020,55
58888010,56
58895010,53
58895020,56
58900010,53
58907010,58
58931010,55
58950010,55
58950020,58
58974010,58
58974020,60
59024010,52
59035020,54
59036010,54
59060010,57
59063010,55
59072010,57
59085010,57
59086010,55
59167010,52
59210020,59
59255010,54
59256010,61
59272010,60
59272020,59
59279010,57
59283010,54
59300020,57
59321010,60
59346020,53
59355010,56
59368010,60
59399010,54
59420020,58
59449010,53
59465010,59
59467010,57
59558010,61
59569010,61
59570010,56
59574010,57
59596020,57
59599010,58
59693010,59
59696010,57
59702010,54
59736010,53
59760010,53
59762010,55
59779010,59
59812010,55
59817010,60
59884010,53
59897010,54
59902010,57
59920010,59
59920020,59
59929020,57
59930010,56
59935010,56
59935020,58
59939010,53
59954010,53
59966020,57
59998010,52
60020010,59
60027010,55
60028010,53
60072010,60
60082010,59
60084010,60
60092010,55
60136010,54
60141020,56
60179010,52
60196010,60
60214010,61
60227020,56
60273010,56
60273020,58
60278010,58
60278020,56
60296010,56
60296020,53
60300020,56
60311010,58
60311020,58
60314020,55
60317010,55
60319010,54
60319020,54
60324010,54
60329010,55
60330010,54
60330020,54
60357020,56
60360010,57
60360020,56
60370010,55
60383010,54
60383020,59
60397010,56
60403020,53
60404010,57
60406010,52
60419010,58
60419020,59
60424020,60
60427010,59
60427020,58
60428010,59
60435010,54
60436010,61
60440020,56
60453010,55
60477010,54
60492010,55
60494010,60
60509010,55
60513010,59
60516010,57
60518010,61
60529010,54
60537010,61
60537020,55
60539010,59
60548010,60
60553010,54
60553020,53
60555010,57
60612010,58
60615020,56
60638010,57
60688020,54
60691020,61
60705020,59
60723010,58
60723020,56
60741010,56
60747020,58
60768020,56
60771010,54
